4G bands,,Features,Talk time_1,Technology,Stand-by,Camera,Brand,Battery (old),CPU,_4,Music play,Type,Colors,Dual or Triple,3G bands,_6,Announced,_7,Positioning,Model Image,Dual,Call records,Single_1,Clock,OS,3.5mm jack,Triple,Protection,Phonebook,Internal,USB,Talk time,Model Name,_3,Card slot,Display,Single,SAR EU,Dimensions,5G bands,Charging,Build,NFC,Java,GPRS,Video,Performance,Features_1,Loudspeaker_1,GPU,_5,Resolution,_10,_1,Radio,Infrared port,2G bands,Price,_2,_8,Status,Video_1,Size,Audio quality,Speed,Loudspeaker,Quad,Browser,_9,Models,Chipset,Bluetooth,Type_1,Weight,SIM,Games,Languages,Stand-by_1,EDGE,Sensors,WLAN,Keyboard,Messaging,Alert types,Alarm,SAR
,Second external monochrome display,,,GSM,Up to 440 h,,LG,,,,,"CSTN, 65K colors",Black,,,,"2009, March. Released 2009, July",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gb125.jpg,,Yes,,,,No,,,Yes,Yes,No,Up to 6 h 30 min,LG GB125,,No,,,,87 x 45 x 19.3 mm (3.43 x 1.77 x 0.76 in),,,,,"Yes, MIDP 2.0",Yes,,,,,,,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,No,"FM radio, built-in antenna",,GSM 900 / 1800,About 40 EUR,Phone trackerCalculatorPredictive text input,,Discontinued,,"1.5 inches, 7.3 cm2(~18.5% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,No,Removable Li-Ion 950 mAh battery,90 g (3.17 oz),Mini-SIM,Yes,,,No,,No,,SMS,,,
,No,flash,,GSM / HSPA,Up to 264 h,,LG,,,,,"TFT, 65K colors","Black, Blue, Red",,HSDPA 850 / 1900,,"2009, March. Released 2009, April",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/LG-Xenon-GR500.jpg,,"30 dialed, 30 received, 30 missed calls",,,,No,,,"500 entries, Photocall",80MB,microUSB 2.0,Up to 4 h,LG Xenon GR500,,microSDHC (dedicated slot),,2 MP,,105.5 x 53.5 x 15.8 mm (4.15 x 2.11 x 0.62 in),,,,,"Yes, MIDP 2.0",,320p,,,,,,"240 x 400 pixels, 5:3 ratio (~167 ppi density)",,MP3/WAV/e-AAC+/WMA/AMR playerMP4/3gp playerPhoto/video editorVoice memoPredictive text input,No,,GSM 850 / 900 / 1800 / 1900,About 80 EUR,,,Discontinued,,"2.8 inches, 22.3 cm2(~39.5% screen-to-body ratio)",,HSPA 3.6/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 950 mAh battery,108 g (3.81 oz),Mini-SIM,Yes,,,,,No,QWERTY,"SMS(threaded view), MMS, Email, RSS, IM",,,0.49 W/kg (head)     0.21 W/kg (body)
,No,,,GSM,Up to 500 h,,LG,,,,,"TFT, 65K colors","Black, Titan",,,,"2009, March. Released 2009, May",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gb210.jpg,,Yes,,,,No,,,"1000 entries, Photo call",4MB,Proprietary,Up to 5 h,LG GB210,,microSDHC (dedicated slot),,1.3 MP,,103.7 x 47 x 15.6 mm (4.08 x 1.85 x 0.61 in),,,,,"Yes, MIDP 2.0",Yes,,,,,,,"120 x 160 pixels, 4:3 ratio (~113 ppi density)",,MP4/H.263 playerMP3/WAV/eAAC+ playerPredictive text input,FM radio,,GSM 900 / 1800,About 40 EUR,,,Discontinued,,"1.77 inches, 9.7 cm2(~19.9% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,"2.0, A2DP",Removable Li-Ion 950 mAh battery,79 g (2.79 oz),Mini-SIM,Yes,,,No,,No,,"SMS, MMS, Email",,,
,No,,,GSM,Up to 450 h,,LG,,,,,"TFT, 256K colors","Black, Silver, Gold (GM200); Black, Red (GM205)",,,,"2009, March. Released 2009, June",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gm200.jpg,,"50 dialed, 50 received, 50 missed calls",,,,Yes,,,"1000 entries , Photocall",14MB,2.0,8 h 24 min,LG GM200 Brio,,microSD (dedicated slot),,2 MP,,106 x 48 x 14.4 mm (4.17 x 1.89 x 0.57 in),,,,,"Yes, MIDP 2.0",Class 10,QCIF@15fps,,,,,,176 x 220 pixels (~141 ppi density),,3 speakers (two stereo speakers + one woofer),"FM radio, RDS, built-in antenna",,GSM 900 / 1800 / 1900,About 50 EUR,MP4/H.263 playerMP3/AAC/AAC+/AAC++/WMA/AMR/MIDI playerOrganizer,,Discontinued,,"2.0 inches, 12.6 cm2(~24.7% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,"2.0, A2DP",Removable Li-Po 1100 mAh battery,85 g (3.00 oz),Mini-SIM,"Sudoku Puzzle, ZooZooClub",,,Class 10,,No,,"SMS, MMS, Email",,,
,No,flash,,GSM,Up to 350 h,,LG,,,,,"TFT, 256K colors",Black,,,,"2009, March. Released 2009",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kc560.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,"1000 entries, Photocall",30MB,2.0,Up to 4 h,LG KC560,,microSDHC (dedicated slot),,"3.15 MP, AF",,106 x 51.4 x 14.9 mm (4.17 x 2.02 x 0.59 in),,,,,"Yes, MIDP 2.0",Class 10,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Тhumbwheel,FM radio,,GSM 900 / 1800 / 1900,About 120 EUR,MP3/WAV/AAC++/WMA/RA playerMP4/H.264/WMV playerPhoto editorVoice memoOrganizerDocument viewer,,Discontinued,,"2.4 inches, 17.8 cm2(~32.7% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,"2.1, A2DP",Removable Li-Ion 900 mAh battery,100 g (3.53 oz),Mini-SIM,Yes,,,Class 10,,No,,"SMS, EMS, MMS, Email",,,
,S-Class Touch UI,"Schneider-Kreuznach optics, LED flash",,GSM / HSPA,Up to 300 h,,LG,,,,Up to 30 h,TFT,"Silver, Titan Black, Dusty Pink",,HSDPA 2100,,"2009, February. Released 2009, April",,"GPS, A-GPS; Google maps",https://fdn2.gsmarena.com/vv/bigpic/lg-km900-arena.jpg,,"40 dialed, 40 received, 40 missed calls",,,,Yes,,Corning Gorilla Glass,"Yes, Photocall",8GB,2.0,Up to 3 h 50 min,LG KM900 Arena,,microSDHC (dedicated slot),,"5 MP, AF",,105.9 x 55.3 x 12 mm (4.17 x 2.18 x 0.47 in),,,,,"Yes, MIDP 2.0",,480p@30fps,,,Voice 70dB / Noise 68dB / Ring 78dB,,,"480 x 800 pixels, 5:3 ratio (~311 ppi density)",,Videocall camera,FM radio; FM transmitter,,GSM 850 / 900 / 1800 / 1900,About 90 EUR,"TV-outMP3/WAV/WMA/eAAC+ playerMP4/DivX/XviD/WMV/H.264 playerOrganizerDocument viewer (DOC, XLS, PPT, PDF)Voice memo/dialPredictive text input",,Discontinued,,"3.0 inches, 25.6 cm2(~43.7% screen-to-body ratio)",Noise -91.6dB / Crosstalk -90.4dB,HSPA 7.2/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 1000 mAh battery,105 g (3.70 oz),Mini-SIM,Yes,,,,"Accelerometer, proximity",Wi-Fi 802.11b/g,,"SMS(threaded view), MMS, Email, Push Email, IM",,,0.67 W/kg (head)     0.65 W/kg (body)
,HSDPA 850 / 1900 / 2100 - Australian version,Schneider-Kreuznach optics,,GSM / HSPA,,,LG,,528 MHz ARM 11,,,"TFT resistive touchscreen, 65K colors",Black,,HSDPA 900 / 1900 / 2100,,"2009, February. Released 2009, August",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-gm730.jpg,,,,,Microsoft Windows Mobile 6.1 Professional,No,,,,,microUSB,,LG GM730 Eigen,Internet Explorer 6.0MP4/H.264 playerMP3/AAC/AAC+/WMA playerOrganizerPocket OfficeVoice memoPredictive text input,microSDHC (dedicated slot),,"5 MP, AF",,109.8 x 56.5 x 11.9 mm (4.32 x 2.22 x 0.47 in),,,,,,,Yes,,,,Adreno 130,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",,"""S-Class"" Touch UI",FM radio,,GSM 900 / 1800 / 1900,About 110 EUR,Videocall camera,,Discontinued,,"3.0 inches, 25.6 cm2(~41.3% screen-to-body ratio)",,HSPA 7.2/2 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,Qualcomm MSM7201A,Yes,Removable Li-Ion 1000 mAh battery,,Mini-SIM,,,,,,Wi-Fi 802.11b/g,,,,,1.14 W/kg (head)     0.63 W/kg (body)
,Flash UI,"Schneider-Kreuznach optics, xenon flash",,GSM / HSPA,Up to 264 h,,LG,,,,,"TFT resistive touchscreen, 256K colors",Black,,HSDPA 900 / 2100,,"2009, February. Released 2009, May",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-kc910i.jpg,,"40 dialed, 40 received, 40 missed calls",VGA videocall camera,,,No,,,"Yes, Photocall",1/2GB,2.0,Up to 3 h,LG KC910i Renoir,,microSDHC (dedicated slot),,"8 MP, AF",,107.8 x 55.9 x 14 mm (4.24 x 2.20 x 0.55 in),,,,,"Yes, MIDP 2.0",,"480p@30fps, 320p@120fps",,,,,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",,"MP3/MP4/AAC/DivX/Xvid playerOrganizerDocument viewer (Word, Excel, PowerPoint, PDF)TV-outVoice memoPredictive text input",FM radio,,GSM 900 / 1800 / 1900,About 140 EUR,,,Discontinued,,"3.0 inches, 25.6 cm2(~42.5% screen-to-body ratio)",,HSPA 7.2/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.1, A2DP",Removable Li-Ion 1000 mAh battery,114 g (4.02 oz),Mini-SIM,Yes,,,,Accelerometer,Wi-Fi 802.11b/g,,"SMS, EMS, MMS, Email, Push Email",,,
,"Second external 1.0 inch monochrome TFT display, 96 x 64 pixels",,,GSM / HSPA,Up to 100 h,,LG,,,,,"TFT, 256K colors",Black,,HSDPA 2100,,"2009, February. Released 2009",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gb250.jpg,,"10 dialed, 10 received, 10 missed calls",,,,No,,,Yes,22MB,Proprietary,Up to 4 h,LG GB250,,microSDHC (dedicated slot),,1.3 MP,0.61 W/kg (head),97.6 x 48.8 x 16.9 mm (3.84 x 1.92 x 0.67 in),,,,,Yes,,Yes,,,,,,176 x 220 pixels (~141 ppi density),,No,No,,GSM 900 / 1800 / 1900,About 110 EUR,MP3 playerOrganizerPredictive text input,,Discontinued,,"2.0 inches, 12.6 cm2(~26.4% screen-to-body ratio)",,HSPA 1.8 Mbps,Yes,,"WAP 2.0 / xHTML, HTML",,,,2.0,Removable Li-Ion 800 mAh battery,-,Mini-SIM,Yes,,,,,No,,"SMS, EMS, MMS",,,0.76 W/kg (head)     0.49 W/kg (body)
,"Second external 1.04 inches TFT display, 96 x 64 pixels",,,GSM,Up to 300 h,,LG,,,,,"TFT, 65K colors","Silver, Pink",,,,"2009, February. Released 2009, August",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gb220-new.jpg,,"10 dialed, 10 received, 10 missed calls",,,,No,,,Yes,6MB,Proprietary,Up to 3 h 20 min,LG GB220,,microSD (dedicated slot),,1.3 MP,,105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in),,,,,No,Yes,No,,,,,,176 x 220 pixels (~160 ppi density),,No,"FM radio, recording",,GSM 900 / 1800 / 1900,About 50 EUR,MP3 playerOrganizerPredictive text input,,Discontinued,,"1.76 inches, 9.7 cm2(~20.2% screen-to-body ratio)",,,Yes,,No,,,,2.0,Removable Li-Ion 800 mAh battery,72 g (2.54 oz),Mini-SIM,Yes,,,Yes,,No,,"SMS, EMS, MMS",,,1.38 W/kg (head)     0.68 W/kg (body)
,No,,,GSM,Up to 400 h,,LG,,,,,"CSTN, 65K colors",Black,,,,"2009, February. Released 2009, August",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gb102.jpg,,"10 dialed, 10 received, 10 missed calls",,,,No,,,Yes,,No,Up to 6 h 30 min,LG GB102,,No,,,,103 x 45 x 14 mm (4.06 x 1.77 x 0.55 in),,,,,No,No,,,,,,,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,OrganizerPredictive text input,No,,GSM 900 / 1800,About 30 EUR,,,Discontinued,,"1.5 inches, 7.3 cm2(~15.7% screen-to-body ratio)",,,Yes,,No,,,,No,Removable Li-Ion 800 mAh battery,-,Mini-SIM,Yes,,,No,,No,,SMS,,,1.19 W/kg (head)     0.58 W/kg (body)
,HSDPA 900 / 2100,LED flash,,GSM / HSPA,,,LG,,,,,"TFT, 256K colors",Black,,HSDPA 850 / 2100,,"2009, February. Released 2009, Q2",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-kt770.jpg,,,VGA videocall camera,,Symbian OS 9.3 Series60 rel. 3.2.3,No,,,,120MB,Proprietary,,LG KT770,,microSDHC (dedicated slot),,"5 MP, AF",,111 x 51.5 x 15.8 mm (4.37 x 2.03 x 0.62 in),,,,,,,480p@30fps,,,,,,"240 x 400 pixels, 5:3 ratio (~167 ppi density)",,Touch-sensitive navigation keys,No,,GSM 850 / 900 / 1800 / 1900,,"WMV/RV/MP4/3GP playerMP3/WMA/WAV/RA/AAC/M4A playerOrganizerDocument viewer (Word, Excel, PowerPoint, PDF)Voice memoPredictive text input",,Discontinued,,"2.8 inches, 22.3 cm2(~39.0% screen-to-body ratio)",,HSPA 7.2/0.384 Mbps,Yes,,"WAP 2.0/xHTML MP 1.1, HTML 4.01",,,,2.0,Removable Li-Ion 950 mAh battery,,Mini-SIM,,,,,,Wi-Fi 802.11 b/g,,,,,0.36 W/kg (head)     0.75 W/kg (body)
,No,,,GSM,,,LG,,,,,"TFT, 65K colors",Black,,,,"2009, February. Released 2009",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gb130.jpg,,"20 dialed, 20 received, 20 missed calls",,,,No,,,"Yes, Photocall",64MB,Proprietary,,LG GB130,,No,,,,103 x 47 x 15.6 mm (4.06 x 1.85 x 0.61 in),,,,,"Yes, MIDP 2.0",Yes,,,,,,,"120 x 160 pixels, 4:3 ratio (~100 ppi density)",,MP3 playerOrganizerPredictive text input,FM radio,,GSM 900 / 1800,About 40 EUR,,,Discontinued,,"2.0 inches, 12.4 cm2(~25.6% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,No,Removable Li-Ion 950 mAh battery,,Mini-SIM,Yes,,,No,,No,,SMS,,,
,Touch-sensitive navigation panel,,,GSM / HSPA,Up to 253 h (2G) / Up to 322 h (3G),,LG,,,,,"TFT, 256K colors",Black,,HSDPA 900 / 2100,,"2009, February. Released 2009, July",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gm310.jpg,,"40 dialed, 40 received, 40 missed calls",,,,Yes,,,"1000 entries, Photocall",12MB,2.0,Up to 3 h 30 min (2G) / Up to 3 h 30 min (3G),LG GM310,,microSDHC (dedicated slot),,"3.15 MP, AF",,104.7 x 51.9 x 13.9 mm (4.12 x 2.04 x 0.55 in),,,,,"Yes, MIDP 2.0",,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,No,"Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 100 EUR,Dolby Sound TechnologyMP3/AAC+/WMA playerMP4/H.264 playerMusic recognitionOrganizerVoice memoPredictive text input,,Discontinued,,"2.2 inches, 15.0 cm2(~27.6% screen-to-body ratio)",,HSPA 1.8 Mbps,Yes,,WAP 2.0/xHTML,,,,"2.1, A2DP",Removable Li-Ion 900 mAh battery,115 g (4.06 oz),Mini-SIM,Yes,,,,,No,,"SMS, EMS, MMS, Email",,,
,No,,,GSM,Up to 250 h,,LG,,,,Up to 80 h,"TFT, 256K colors",Black,,,,"2009, April. Released 2009, July",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gm210.jpg,,"40 dialed, 40 received, 40 missed calls",,,,Yes,,,"1000 entries, Photocall",50MB,2.0,Up to 3 h,LG GM210,,"microSDHC (dedicated slot), 2 GB included",,2 MP,,104 x 48 x 15.8 mm (4.09 x 1.89 x 0.62 in),,,,,"Yes, MIDP 2.0",Class 10,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Dolby Sound TechnologyMP3/AAC+/WMA playerMP4/H.264 playerMusic recognitionOrganizerVoice memoPredictive text input,"Stereo FM radio, RDS, recording",,GSM 850 / 900 / 1800 / 1900,About 50 EUR,,,Discontinued,,"2.0 inches, 12.4 cm2(~24.8% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,"2.0, A2DP",Removable Li-Po 800 mAh battery,100 g (3.53 oz),Mini-SIM,Yes,,,Class 10,,No,,"SMS, MMS, Email",,,
,Dedicated music key,LED flash,,GSM,Up to 400 h,,LG,,,,,"TFT, 256K colors",,,,,"2009, February. Released 2009, April",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-km330.jpg,,"10 dialed, 10 received, 10 missed calls",,,,No,,,"1000 entries, Photo call",90MB,2.0,Up to 4 h,LG KM330,,microSDHC (dedicated slot),,"3.15 MP, AF",,108.2 x 47.2 x 13.8 mm (4.26 x 1.86 x 0.54 in),,,,,No,Class 10,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,No,FM radio,,GSM 900 / 1800 / 1900,About 70 EUR,MP3/MP4 playerRhythmic LightOrganizerVoice memoPredictive text input,,Discontinued,,"2.0 inches, 12.4 cm2(~24.3% screen-to-body ratio)",,,"Yes, with stereo speakers",,WAP 2.0/xHTML,,,,"2.0, A2DP",Removable Li-Ion 900 mAh battery,84 g (2.96 oz),Mini-SIM,Yes,,,No,,No,,"SMS, MMS",,,
,No,,,GSM,Up to 440 h,,LG,,,,,"CSTN, 65K colors",Black,,,,"2009, January. Released 2009",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gb110.jpg,,"10 dialed, 10 received, 10 missed calls",,,,No,,,"500 entries, Photo call",1MB,2.0,Up to 6 h 30 min,LG GB110,,microSDHC (dedicated slot),,VGA,,103 x 45 x 14.6 mm (4.06 x 1.77 x 0.57 in),,,,,No,No,No,,,,,,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,MP3 playerPredictive text inputOrganizerWorld time and stopwatch,FM radio; built-in antenna,,GSM 900 / 1800,About 30 EUR,,,Discontinued,,"1.5 inches, 7.3 cm2(~15.7% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,No,Removable Li-Ion 950 mAh battery,65 g (2.29 oz),Mini-SIM,Yes,,,No,,No,,SMS,,,
,No,,,GSM,Up to 440 h,,LG,,,,,"CSTN, 65K colors","Black, White",,,,"2009, January. Released 2009, March",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gb106.jpg,,"10 dialed, 10 received, 10 missed calls",,,,No,,,300 entries,1MB,No,Up to 6 h 30 min,LG GB106,,No,,,,102 x 45 x 14.6 mm (4.02 x 1.77 x 0.57 in),,,,,No,No,,,,,,,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,World time and stopwatchOrganizerPredictive text input,FM radio; built-in antenna,,GSM 900 / 1800,About 60 EUR,,,Discontinued,,"1.5 inches, 7.3 cm2(~15.8% screen-to-body ratio)",,,Yes,,No,,,,No,Removable Li-Ion 950 mAh battery,70 g (2.47 oz),Mini-SIM,Yes,,,No,,No,,SMS,,,
,IPX4 water jets resistant,,,GSM / HSPA,,,LG,,,,,"TFT, 256K colors","White, Black",,HSDPA 2100,,"2009, January. Released 2009, August",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-gd910.jpg,,,,,Proprietary OS,No,,Corning Gorilla Glass,,2GB,No,,LG GD910,,No,,VGA,,49 x 39 x 13.8 mm (1.93 x 1.54 x 0.54 in),,,,,,,No,,,Voice 60dB / Noise 61dB / Ring 66dB,,,128 x 160 pixels (~143 ppi density),,No,No,,GSM 850 / 900 / 1800 / 1900,About 290 EUR,Text-to-speech capabilitiesSpeech recognitionMP3 playerOrganizerPredictive text input,,Discontinued,,1.43 inches,,HSPA 7.2/0.384 Mbps,Yes,,Yes,,,,2.0,Removable Li-Ion battery,84.0 g (2.96 oz),Mini-SIM,,,,,,No,,,,,
,No,,,GSM / HSPA,Up to 500 h,,LG,,528 MHz ARM 11,,,"TFT resistive touchscreen, 256K colors (65K effective)",,,HSDPA 850 / 1900 / 2100,,"2008, November. Released 2009, Q2",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-incite.jpg,,,,,Microsoft Windows Mobile 6.1 Professional,Yes,,,,"128MB RAM, 256MB ROM",2.0,Up to 8 h,LG CT810 Incite,,microSDHC (dedicated slot),,3.15 MP,,107 x 55.9 x 14 mm (4.21 x 2.20 x 0.55 in),,,,,,,Yes,,,,Adreno 130,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",,AT&T NavigatorPocket OfficeMP4/H.264 playerMP3/AAC/AAC+/WMA playerVoice recorderOrganizerPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 70 EUR,,,Discontinued,,"3.0 inches, 25.6 cm2(~42.8% screen-to-body ratio)",,HSPA 3.6/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,Qualcomm MSM7201A,"2.0, A2DP",Removable Li-Ion 1030 mAh battery,119.9 g (3.84 oz),Mini-SIM,,,,,,Wi-Fi 802.11 b/g,,,,,1.03 W/kg (head)     0.65 W/kg (body)
,No,,,GSM,Up to 350 h,,LG,,,,,"TFT, 65K colors","Black, Red",,,,"2008, September. Released 2008",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kp152.jpg,,"10 dialed, 10 received, 10 missed calls",,,,No,,,500 entries,,Proprietary,Up to 3 h 30 min,LG KP152,,No,,VGA,,88 x 47 x 17.3 mm (3.46 x 1.85 x 0.68 in),,,,,"Yes, MIDP 2.0",Class 10,No,,,,,,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,Predictive text inputOrganizerVoice memo,FM radio,,GSM 850 / 1800 / 1900,About 60 EUR,,,Discontinued,,"1.5 inches, 7.3 cm2(~17.5% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,No,Removable Li-Ion 800 mAh battery,80 g (2.82 oz),Mini-SIM,Yes,,,No,,No,,"SMS, MMS",,,
,Optical trackpad,,,GSM / HSPA,Up to 300 h,,LG,,,,,"TFT, 256K colors",Black,,HSDPA 900 / 2100,,"2008, October. Released 2009, March",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-ks500.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,"1000 entries, Photocall",100MB,2.0,Up to 4 h,LG KS500,,microSDHC (dedicated slot),,3.15 MP,0.87 W/kg (head),102.8 x 49.2 x 14.9 mm (4.05 x 1.94 x 0.59 in),,,,,"Yes, MIDP 2.0",,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,Videocall camera,No,,GSM 900 / 1800 / 1900,About 70 EUR,MP3/WMA/RA/AAC+ audio playerMP4/H.264/RV playerVoice memoSpeakerphoneOrganizer,,Discontinued,,"2.0 inches, 12.4 cm2(~24.5% screen-to-body ratio)",,HSPA 3.6/0.384 Mbps,No,,WAP 2.0/xHTML,,,,"2.0, A2DP",Removable Li-Ion 950 mAh battery,106 g (3.74 oz),Mini-SIM,Yes + downloadable,,,,,No,,"SMS, EMS, MMS, Email",,,0.50 W/kg (head)     0.22 W/kg (body)
,,"Schneider-Kreuznach optics, LED flash",,GSM / HSPA,Up to 400 h,,LG,,,,,"TFT, 256K colors",Black,,HSDPA 900 / 2100,,"2008, October. Released 2008, December",,No,https://fdn2.gsmarena.com/vv/bigpic/prada-ii.jpg,,"30 dialed, 30 received, 30 missed calls",,,,No,,,"1000 entries, Photocall",60MB,2.0,Up to 3 h,LG KF900 Prada,,microSDHC (dedicated slot),,"5 MP, AF",,104.5 x 54 x 16.8 mm (4.11 x 2.13 x 0.66 in),,,,,"Yes, MIDP 2.0",,480p@30fps,,,Voice 77dB / Noise 75dB / Ring 82dB,,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",,Videocall camera,"Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 140 EUR,"MP3/WAV/AAC/AAC+/WMA/RA/AMR  player- DivX/MP4 player- Document viewer (Word, Excel, PowerPoint, PDF)- TV-out- Photo/video editor- Voice memo- Predictive text input",,Discontinued,,"3.0 inches, 25.6 cm2(~45.4% screen-to-body ratio)",Noise -89.6dB / Crosstalk -21.0dB,HSPA 7.2/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.1, A2DP",Removable Li-Ion 950 mAh battery,130 g (4.59 oz),Mini-SIM,Yes,,,,Accelerometer,Wi-Fi 802.11 b/g,QWERTY,"SMS, MMS, Email, IM",,,0.10 W/kg (head)     0.35 W/kg (body)
,,"Schneider-Kreuznach optics, LED flash",,GSM,Up to 450 h,,LG,,,,,"TFT, 256K colors",Gray,,,,"2008, October. Released 2008, November",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kc780.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,"1000 contacts, Photo call",140MB,2.0,Up to 6 h,LG KC780,,microSDHC (dedicated slot),,"8 MP, AF",,107 x 52 x 13.9 mm (4.21 x 2.05 x 0.55 in),,,,,"Yes, MIDP 2.0",Class 12,480p@30fps,,,,,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,No,FM radio,,GSM 900 / 1800 / 1900,About 140 EUR,"MP3/MP4/AAC/DivX6 playerOrganizerDocument viewer (Word, Excel, PowerPoint, PDF)Voice memoPredictive text input",,Discontinued,,"2.4 inches, 17.8 cm2(~32.1% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,"2.1, A2DP",Removable Li-Ion 900 mAh battery,119 g (4.20 oz),Mini-SIM,Yes,,,Class 12,Accelerometer,No,,"SMS, EMS, MMS, Email",,,0.20 W/kg (head)     0.50 W/kg (body)
,Flash UIHandwriting recognition,,,GSM,Up to 350 h,,LG,,,,,"TFT resistive touchscreen, 256K colors","Black, Vandyke brown, Anodizing silver, Elegant gold, Delicious white, Pink",,,,"2008, September. Released 2008, December",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kp500.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,"1000 entries, Photocall",48MB,2.0,Up to 3 h 30 min,LG KP500 Cookie,,microSDHC (dedicated slot),,3.15 MP,,106.5 x 55.4 x 11.9 mm (4.19 x 2.18 x 0.47 in),,,,,"Yes, MIDP 2.0",Class 10,320p@12fps,,,Voice 78dB / Noise 75dB / Ring 82dB,,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",,No,"Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 60 EUR,"MP3/WMA/AAC playerMP4/H.263 playerOrganizerDocument viewer (Word, Excel, PowerPoint, PDF)Voice memoPredictive text input",,Discontinued,,"3.0 inches, 25.6 cm2(~43.4% screen-to-body ratio)",Noise -87.5dB / Crosstalk -63.0dB,,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.1, A2DP",Removable Li-Ion 900 mAh battery,89 g (3.14 oz),Mini-SIM,4 + downloadable,,,Class 10,Accelerometer,No,,"SMS, EMS, MMS, Email",,,
