Unnamed: 0,128GB 4GB RAM,1TB 12GB RAM,1TB 16GB RAM,1TB 24GB RAM,256GB 12GB RAM,256GB 4GB RAM,256GB 8GB RAM,2G bands,3.5mm jack,3G bands,4G bands,512GB 12GB RAM,512GB 16GB RAM,5G bands,Announced,Audio quality,Battery (new),Battery (old),Bluetooth,Brand,Browser,Build,CPU,Call records,Camera,Card slot,Charging,Chipset,Colors,Dimensions,Display,Dual,EDGE,Features,GPRS,GPU,Games,Infrared port,Internal,Java,Keyboard,Loudspeaker,Messaging,Model Image,Model Name,Models,Music play,NFC,OS,Performance,Phonebook,Positioning,Price,Protection,Quad,Radio,Resolution,SAR,SAR EU,SIM,Sensors,Single,Size,Speed,Stand-by,Status,Talk time,Technology,Triple,Type,USB,Video,WLAN,Weight,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewerPhoto viewer/editor,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2012, September. Released 2012, September",,,,"2.1, A2DP, EDR",ZTE,,,Quad-core 1.5 GHz,,,microSDHC (dedicated slot),,Nvidia Tegra 3,Black,133 x 66 x 8.6 mm (5.24 x 2.60 x 0.34 in),,,,LED flash,,ULP GeForce,,,4GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-grand-era-u895.jpg,ZTE Grand Era U895,,,No,Android 4.0 (Ice Cream Sandwich),,,GPS,About 380 EUR,,,FM radio,"720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,,Mini-SIM,"Accelerometer, gyro, proximity, compass",1.3 MP,"4.5 inches, 55.8 cm2(~63.6% screen-to-body ratio)",HSPA,,Discontinued,,GSM / HSPA,,"Li-Ion 1800 mAh, removable",microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",110 g (3.88 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2012, September. Released 2012, September",,,,"2.1, A2DP",ZTE,,,1.0 GHz Cortex-A5,,,microSDHC (dedicated slot),,Qualcomm MSM7227A Snapdragon S1,"Black, White",123 x 63.5 x 10 mm (4.84 x 2.5 x 0.39 in),,,,,,Adreno 200,,,"4GB (2.5GB user available), 512MB RAM",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-3.jpg,ZTE Blade III,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",About 190 EUR,,,FM radio,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","5 MP, AF","4.0 inches, 45.5 cm2(~58.3% screen-to-body ratio)",HSPA 7.2/5.76 Mbps,,Discontinued,,GSM / HSPA,,Removable Li-Ion 1600 mAh battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA",130 g (4.59 oz),,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2012, August. Released 2012, September",,,,"2.1, A2DP, EDR",ZTE,,,1.6 GHz Intel Atom Z2460,,,microSDHC (dedicated slot),,Intel XMM 6260,Black,127 x 65 x 9.9 mm (5.0 x 2.56 x 0.39 in),,,,LED flash,,Intel graphics media accelerator (400 MHz),,,"4GB 1GB RAM, 16GB 1GB RAM",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-grand-x-in.jpg,ZTE Grand X IN,,,Yes,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",About 430 EUR,,,"Stereo FM radio, RDS","540 x 960 pixels, 16:9 ratio (~256 ppi density)",,,Mini-SIM,"Accelerometer, gyro, proximity, compass",VGA,"4.3 inches, 51.0 cm2(~61.7% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,,Discontinued,,GSM / HSPA,,Removable Li-Ion 1650 mAh battery,microUSB 2.0 (MHL TV-out),,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",140.8 g (4.94 oz),,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,CDMA 800 / 1900,Yes,CDMA2000 1xEV-DO,,,,,"2012, May. Released 2012, May",,,,"2.1, A2DP",ZTE,,,1.0 GHz Cortex-A5,,,microSDHC (dedicated slot),,Qualcomm MSM7627A Snapdragon S1,Black,119 x 61 x 10.4 mm (4.69 x 2.40 x 0.41 in),,,,,,Adreno 200,,,4GB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-n880e.jpg,ZTE N880E,,,,"Android 2.3 (Gingerbread), 4.1.1 (Jelly Bean), upgradable to 4.2 (Jelly Bean)",,,"GPS, A-GPS",,,,Stereo FM radio,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","3.15 MP, AF","4.0 inches, 45.5 cm2(~62.7% screen-to-body ratio)",EV-DO Rev.A 3.1 Mbps,,Discontinued,,CDMA / EVDO,,Removable Li-Ion 1650 mAh battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g/n, hotspot",130 g (4.59 oz),,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,"3, 7",,,,"2012, July. Released 2012, November",,,,"4.0, A2DP",ZTE,,,Dual-core 1.5 GHz Krait,,,microSDHC (dedicated slot),,Qualcomm MSM8960 Snapdragon S4 Plus,"White, Black",130.9 x 65 x 11.2 mm (5.15 x 2.56 x 0.44 in),,,,LED flash,,Adreno 225,,,4GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-grand-x-lte.jpg,ZTE Grand X LTE T82,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",About 340 EUR,,,FM radio,"540 x 960 pixels, 16:9 ratio (~256 ppi density)",,0.77 W/kg (head)     1.05 W/kg (body),Mini-SIM,"Accelerometer, gyro, proximity, compass",1.3 MP,"4.3 inches, 51.0 cm2(~59.9% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",Up to 300 h,Discontinued,Up to 6 h 30 min,GSM / HSPA / LTE,,Removable Li-Ion 1900 mAh battery,microUSB 2.0,720p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",151 g (5.33 oz),,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 900 / 2100,,,,,"2012, February. Released 2012, July",,,,"2.1, A2DP, EDR",ZTE,,,1.0 GHz dual-core Cortex-A9,,,microSDHC (dedicated slot),,Nvidia Tegra 2,Black,127.4 x 65 x 9.9 mm (5.02 x 2.56 x 0.39 in),,,,LED flash,,ULP GeForce,,,4GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-mimoza-x.jpg,ZTE Grand X V970,,,,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.1 (Jelly Bean)",,,"GPS, A-GPS",About 230 EUR,,,"Stereo FM radio, RDS","540 x 960 pixels, 16:9 ratio (~256 ppi density)",,,"Dual SIM (Mini-SIM, dual stand-by)","Accelerometer, gyro, proximity, compass",VGA,"4.3 inches, 51.0 cm2(~61.6% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,,Discontinued,,GSM / HSPA,,Removable Li-Ion 1600 mAh battery,microUSB 2.0,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",110 g (3.88 oz),,,,,,,,,,,,,
Mobile TVMP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerOrganizerPhoto editorDocument viewerVoice memo/dialPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA,,,,,"2012, May. Released 2012, September",,,,"2.1, A2DP",ZTE,,,1.0 GHz,,,microSDHC (dedicated slot),,Marvell PXA920H,Black,120.5 x 63.6 x 10.8 mm (4.74 x 2.50 x 0.43 in),,,Yes,LED flash,Yes,,,,4GB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-u880.jpg,ZTE U880E,,,,Android 2.3 (Gingerbread),,,"GPS, A-GPS",,,,FM radio,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",VGA,"4.0 inches, 45.5 cm2(~59.4% screen-to-body ratio)",HSPA,,Discontinued,,GSM / HSPA,,Removable Li-Ion battery,microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",141 g (4.97 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,CDMA 800 / 1700 / 1900 / 2100,Yes,CDMA2000 1xEV-DO,,,,,"2012, March. Released 2012, March",,,,"2.1, A2DP, EDR",ZTE,,,600 MHz,,,microSDHC (dedicated slot),,,Black,112 x 61.4 x 13.7 mm (4.41 x 2.42 x 0.54 in),,,,,,,,,4GB,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-score-m.jpg,ZTE Score M,,,,Android 2.3 (Gingerbread),,,"GPS, A-GPS",,,,No,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",3.15 MP,"3.5 inches, 36.5 cm2(~53.0% screen-to-body ratio)",EV-DO Rev.A 3.1 Mbps,,Discontinued,,CDMA / EVDO,,Removable Li-Ion 1500 mAh battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g, hotspot",136 g (4.80 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerDocument viewerOrganizerVoice memo/dialPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,,HSDPA 900 / 2100,,,,,"2012, February. Released 2012, September",,,,"2.1, A2DP",ZTE,,,,,,To be confirmed,,,Black,-,,,,LED flash,,,,,1GB RAM,,,"Yes, with stereo speakers",,https://fdn2.gsmarena.com/vv/bigpic/thumb.jpg,ZTE Light Tab 300,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",,,,No,"800 x 1280 pixels, 16:10 ratio (~216 ppi density)",,,Mini-SIM,"Accelerometer, compass",2 MP,"7.0 inches, 142.1 cm2",HSPA,,Discontinued,,GSM / HSPA,,Non-removable Li-Ion battery,microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",-,,,,,,,,,,,,,
HDMI portMP3/WAV/WMA/eAAC+ playerMP4/WMV/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,UMTS 850 / 1900 / 2100,LTE 800,,,,"2012, February. Released 2012, Q4",,,,Yes,ZTE,,,Dual-core 1.7 GHz Krait,,,No,,Qualcomm MSM8960 Snapdragon S4 Plus,Black,-,,,,,,Adreno 225,,,16GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-v96.jpg,ZTE V96,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",,,,No,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",,,Mini-SIM,"Accelerometer, compass",2 MP,"10.1 inches, 295.8 cm2","HSPA 42.2/11.5 Mbps, LTE Cat3 100/50 Mbps",,Discontinued,,GSM / UMTS / LTE,,Non-removable Li-Ion battery,Proprietary,,"Wi-Fi 802.11 b/g/n, hotspot",-,,,,,,,,,,,,,
HDMI portMP3/WAV/WMA/eAAC+ playerMP4/WMV/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 1900 / 2100,,,,,"2012, February",,,,Yes,ZTE,,,Quad-core 1.5 GHz,,,No,,Nvidia Tegra 3,Black,-,,,,,,ULP GeForce,,,16GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-pf100.jpg,ZTE PF 100,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",,,,No,"768 x 1280 pixels, 5:3 ratio (~148 ppi density)",,,Mini-SIM,"Accelerometer, gyro, compass",2 MP,"10.1 inches, 290.4 cm2",HSPA 28/5.76 Mbps,,Cancelled,,GSM / HSPA,,Non-removable Li-Ion battery,Proprietary,,"Wi-Fi 802.11 b/g/n, hotspot",-,,,,,,,,,,,,,
MP3/WAV/WMA/eAAC+ playerMP4/WMV/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 900 / 1800,Yes,TD-SCDMA,,,,,"2012, February. Released 2012, Q4",,,,Yes,ZTE,,,Quad-core 1.5 GHz,,,No,,Nvidia Tegra 3,Black,-,,,Yes,,Yes,ULP GeForce,,,16GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-t98.jpg,ZTE T98,,,,Android 4.0 (Ice Cream Sandwich),,,GPS,,,,No,"768 x 1280 pixels, 5:3 ratio (~213 ppi density)",,,Mini-SIM,"Accelerometer, gyro, compass",2 MP,"7.0 inches, 139.5 cm2",HSPA,,Discontinued,,GSM,,Non-removable Li-Ion battery,Proprietary,,"Wi-Fi 802.11 b/g/n, hotspot",-,,,,,,,,,,,,,
HDMI portMP3/WAV/WMA/eAAC+ playerMP4/WMV/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2012, February. Released 2012, Q4",,,,"2.1, A2DP, EDR",ZTE,,,Dual-core 1.2 GHz Scorpion,,,No,,Qualcomm MSM8260 Snapdragon S3,Black,194 x 120 x 12 mm (7.64 x 4.72 x 0.47 in),,,,,,Adreno 220,,,16GB 1GB RAM,,,"Yes, with stereo speakers",,https://fdn2.gsmarena.com/vv/bigpic/zte-v9s.jpg,ZTE Light Tab 3 V9S,,,,Android 3.2 (Honeycomb),,,"GPS, A-GPS",,,,No,"800 x 1280 pixels, 16:10 ratio (~216 ppi density)",,,Mini-SIM,"Accelerometer, compass",2 MP,"7.0 inches, 142.1 cm2(~61.0% screen-to-body ratio)",HSPA 14.4/5.76 Mbps,,Discontinued,,GSM / HSPA,,Non-removable Li-Ion 4000 mAh battery,Proprietary,,"Wi-Fi 802.11 b/g/n, hotspot",400 g (14.11 oz),,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewer/editorVoice memo/dial/commandsPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2012, February. Released 2012, December",,,,"3.0, A2DP, EDR",ZTE,,,Quad-core 1.3 GHz,,,microSDHC (dedicated slot),,Nvidia Tegra 3,Black,7.8 mm thickness,,,,LED flash,,ULP GeForce,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-era.jpg,ZTE Era,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",,,,"Stereo FM radio, RDS","540 x 960 pixels, 16:9 ratio (~256 ppi density)",,,Mini-SIM,"Accelerometer, gyro, proximity, compass",VGA,"4.3 inches, 51.0 cm2(~54.3% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,,Discontinued,,GSM / HSPA,,Removable Li-Ion battery,microUSB 2.0 (MHL TV-out),,"Wi-Fi 802.11 b/g/n, DLNA, UMA, hotspot",-,,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewer/editorVoice memo/dial/commandsPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 1900 / 2100,,,,,"2012, February",,,,"3.0, A2DP, EDR",ZTE,,,,,,microSDHC (dedicated slot),,,Black,130 x 66 x 8.5 mm (5.12 x 2.60 x 0.33 in),,,,LED flash,,,,,8GB 1GB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-pf112-hd.jpg,ZTE PF112 HD,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",,,,"Stereo FM radio, RDS","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,,Mini-SIM,"Accelerometer, gyro, proximity, compass",2 MP,"4.5 inches, 55.8 cm2(~65.1% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,,Cancelled,,GSM / HSPA,,Removable Li-Ion 1650 mAh battery,microUSB 2.0 (MHL TV-out),,"Wi-Fi 802.11 b/g/n, DLNA, UMA, hotspot",-,,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2012, February. Released 2012, Q4",,,,"2.1, A2DP, EDR",ZTE,,,1.0 GHz Cortex-A5,,,microSDHC (dedicated slot),,Qualcomm MSM7227A Snapdragon S1,"Black, White",-,,,,LED flash,,Adreno 200,,,4GB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/ZTE-Skate-Acqua.jpg,ZTE Skate Acqua,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",,,,"Stereo FM radio, RDS","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","5 MP, AF","4.0 inches, 45.5 cm2",HSPA 7.2/0.384 Mbps,,Discontinued,,GSM / HSPA,,Removable Li-Ion 1600 mAh battery,microUSB 2.0,720p,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",-,,,,,,,,,,,,,
MP3/WAV/eAAC+/WMA playerMP4/H.264/WMV playerDocument viewerVoice memo/command/dialPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2012, February. Released 2012, September",,,,"3.0, A2DP, EDR",ZTE,,,1.0 GHz,,,No,,,Black,119.4 x 63.5 x 10.2 mm (4.70 x 2.5 x 0.40 in),,,,LED flash,,,,,4GB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-orbit.jpg,ZTE Orbit,,,Yes,Microsoft Windows Phone 7.5 Tango II,,,"GPS, A-GPS",About 230 EUR,,,"Stereo FM radio, RDS","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","5 MP, AF","4.0 inches, 45.5 cm2(~60.1% screen-to-body ratio)","HSPA 14.4/5.76 Mbps, EV-DO Rev.A 3.1 Mbps (ZTE Render)",Up to 220 h,Discontinued,Up to 4 h 40 min,GSM / CDMA / HSPA / EVDO,,Removable Li-Ion 1600 mAh battery,microUSB 2.0,720p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",136.4 g (4.80 oz),,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,No,,,,,,"2012, February. Released 2012, July",,,,"2.1, A2DP, EDR",ZTE,,,800 MHz,,,"microSDHC (dedicated slot), 2 GB included",,,Black,114.3 x 61.6 x 11.5 mm (4.5 x 2.43 x 0.45 in),,,Yes,,Yes,,,,512MB 256MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-kis.jpg,ZTE Kis V788,,,Yes,Android 2.3 (Gingerbread),,,"GPS, A-GPS",About 160 EUR,,,"Stereo FM radio, RDS","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","3.15 MP, AF","3.5 inches, 36.5 cm2(~51.8% screen-to-body ratio)",,,Discontinued,,GSM,,Removable Li-Ion 1400 mAh battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g/n, hotspot",120 g (4.23 oz),,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 900 / 2100,,,,,"2012, February. Released 2012, May",,,,"2.1, A2DP",ZTE,,,1.0 GHz,,,microSDHC (dedicated slot),,,Black,122.5 x 64.6 x 12 mm (4.82 x 2.54 x 0.47 in),,,,,,,,,"4GB (2.5GB user available), 512MB RAM",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-v880e.jpg,ZTE V880E,,,,Android 2.3.6 (Gingerbread),,,"GPS, A-GPS",About 180 EUR,,,FM radio,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Dual SIM (Mini-SIM),"Accelerometer, gyro, proximity, compass",VGA,"4.0 inches, 45.5 cm2(~57.5% screen-to-body ratio)",HSPA,,Discontinued,,GSM / HSPA,,Removable Li-Ion 1650 mAh battery,microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",130 g (4.59 oz),,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 900 / 1800,Yes,HSDPA 900 / 2100,,,,,"2012, February. Released 2013, Q3",,,,"2.1, A2DP",ZTE,,,800 MHz,,,microSDHC (dedicated slot),,,Black,112.4 x 59.9 x 11 mm (4.43 x 2.36 x 0.43 in),,,,,,,,,512MB 256MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-nova-35.jpg,ZTE Nova 3.5,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",,,,,"360 x 480 pixels, 4:3 ratio (~171 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",VGA,"3.5 inches, 37.9 cm2(~56.3% screen-to-body ratio)",HSPA,,Discontinued,,GSM / HSPA,,Removable Li-Ion battery,microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",-,,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,CDMA 800 / 1900,Yes,CDMA2000 1xEV-DO,,,,,"2012, February. Released 2014, Q1",,,,"2.1, A2DP",ZTE,,,1.4 GHz Scorpion,,,microSDHC (dedicated slot),,Qualcomm MSM8655 Snapdragon S2,Black,123.9 x 63.2 x 11.2 mm (4.88 x 2.49 x 0.44 in),,,,,,Adreno 205,,,4GB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-nova-35.jpg,ZTE Nova 4 V8000,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",,,,No,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",VGA,"4.0 inches, 45.5 cm2(~58.2% screen-to-body ratio)",EV-DO Rev. B,,Discontinued,,CDMA / EVDO,,Removable Li-Ion 1900 mAh battery,microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",-,,,,,,,,,,,,,
SNS applicationsMP4/H.263 playerMP3/AAC playerOrganizerDocument viewerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800,,,,,,,"2012, February. Released 2013, Q3",,,,"2.1, A2DP",ZTE,,,,Yes,,To be confirmed,,,Black,107 x 60 x 10.3 mm (4.21 x 2.36 x 0.41 in),,,Yes,,Yes,,Yes,,"1GB ROM, 256MB RAM",Yes,QWERTY,Yes,"SMS, MMS",https://fdn2.gsmarena.com/vv/bigpic/zte-nova-messenger.jpg,ZTE Nova Messenger,,,,,,"Yes, Photocall",No,,,,FM radio,"320 x 240 pixels, 4:3 ratio (~200 ppi density)",,,Mini-SIM,,3.15 MP,"2.0 inches, 12.4 cm2(~19.3% screen-to-body ratio)",,,Discontinued,,GSM,,Removable Li-Ion battery,microUSB 2.0,Yes,Wi-Fi 802.11 b/g,95 g (3.35 oz),,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 900 / 1800,Yes,HSDPA 900 / 2100,,,,,2012. Released 2012,,,,"2.1, A2DP",ZTE,,,600 MHz,,,microSDHC (dedicated slot),,,Black,113 x 59 x 10.3 mm (4.45 x 2.32 x 0.41 in),,,,,,,,,,,QWERTY,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-style-q.jpg,ZTE Style Q,,,,Android 2.3 (Gingerbread),,,"GPS, A-GPS",,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",VGA,"2.8 inches, 24.3 cm2(~36.4% screen-to-body ratio)",HSPA,,Discontinued,,GSM / HSPA,,Removable Li-Ion battery,microUSB 2.0,,"Wi-Fi 802.11 b/g/n, hotspot",100 g (3.53 oz),,,,,,,,,,,,,
SNS applicationsMP4/H.263 playerMP3/AAC playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800,No,,,,,,"2012, February",,,,Yes,ZTE,,,,Yes,,To be confirmed,,,Black,107 x 60 x 10.3 mm (4.21 x 2.36 x 0.41 in),,,Yes,,Yes,,Yes,,,Yes,QWERTY,Yes,"SMS, MMS",https://fdn2.gsmarena.com/vv/bigpic/zte-style-messenger.jpg,ZTE Style Messanger,,,,,,"Yes, Photocall",No,,,,No,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,Mini-SIM,,2 MP,"2.4 inches, 17.8 cm2(~27.8% screen-to-body ratio)",,,Cancelled,,GSM,,Removable Li-Ion battery,microUSB 2.0,Yes,No,95 g (3.35 oz),,,,,,,,,,,,,
MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input,,,,,,,,GSM 900 / 1800,Yes,HSDPA 900 / 2100,,,,,"2012, February. Released 2012, Q4",,,,"2.1, A2DP",ZTE,,,600/800 MHz,,,microSDHC (dedicated slot),,,Black,122 x 60 x 11.3 mm (4.80 x 2.36 x 0.44 in),,,,,,,,,,,QWERTY,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-v875.jpg,ZTE V875,,,,Android 2.3 (Gingerbread),,,"GPS, A-GPS",,,,,"360 x 480 pixels, 4:3 ratio (~188 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",3.15 MP,"3.2 inches, 31.7 cm2(~43.3% screen-to-body ratio)",HSPA,,Discontinued,,GSM / HSPA,,Removable Li-Ion battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g/n, hotspot",125.4 g (4.41 oz),,,,,,,,,,,,,
